shape,shape_type,object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter,height,proj,y,color,color_bremm,color_schumann_urban,color_steiger,color_teuling,color_ziegler,style
"[[357.2, 0.5670573375073432], [357.8, 0.5670573375073432], [357.8, 0.452328886341434], [357.2, 0.452328886341434], [357.2, 0.5670573375073432]]",rect,86,1785,765,877,229,614,"[[765, 229], [877, 229], [877, 614], [765, 614], [765, 229]]",357.0,43120,821.0,421.5,0.11472845116590925,0.41592746922306656,0.5096931119243886,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[192, 107, 115]","[104, 71, 128]","[207, 101, 161]","[162, 168, 129]","[184, 62, 130]",solid
"[[358.2, 0.6480442323025302], [358.8, 0.6480442323025302], [358.8, 0.5339011303772634], [358.2, 0.5339011303772634], [358.2, 0.6480442323025302]]",rect,86,1790,864,974,226,616,"[[864, 226], [974, 226], [974, 616], [864, 616], [864, 226]]",358.0,42900,919.0,421.0,0.11414310192526686,0.46937019087431725,0.5909726813398968,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[189, 108, 125]","[118, 71, 128]","[199, 101, 169]","[165, 161, 119]","[167, 63, 155]",solid
"[[359.2, 0.7031710369130347], [359.8, 0.7031710369130347], [359.8, 0.5877454880150877], [359.2, 0.5877454880150877], [359.2, 0.7031710369130347]]",rect,86,1795,968,1077,225,623,"[[968, 225], [1077, 225], [1077, 623], [968, 623], [968, 225]]",359.0,43382,1022.5,424.0,0.11542554889794703,0.526062879481221,0.6454582624640612,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[185, 108, 136]","[132, 72, 128]","[191, 101, 177]","[169, 153, 109]","[149, 64, 178]",solid
"[[360.2, 0.6976610594628851], [360.8, 0.6976610594628851], [360.8, 0.5845662648140415], [360.2, 0.5845662648140415], [360.2, 0.6976610594628851]]",rect,86,1800,1070,1176,222,623,"[[1070, 222], [1176, 222], [1176, 623], [1070, 623], [1070, 222]]",360.0,42506,1123.0,422.5,0.11309479464884367,0.5807988028116355,0.6411136621384633,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[182, 109, 146]","[145, 72, 128]","[182, 101, 185]","[173, 146, 99]","[126, 63, 193]",solid
"[[361.2, 0.7511508462962769], [361.8, 0.7511508462962769], [361.8, 0.6366458921131585], [361.2, 0.6366458921131585], [361.2, 0.7511508462962769]]",rect,86,1805,1180,1286,220,626,"[[1180, 220], [1286, 220], [1286, 626], [1180, 626], [1180, 220]]",361.0,43036,1233.0,423.0,0.11450495418311853,0.6408609197012335,0.6938983692047177,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[178, 109, 157]","[160, 72, 128]","[172, 101, 194]","[177, 139, 88]","[101, 63, 211]",solid
"[[362.2, 0.8536875302510207], [362.8, 0.8536875302510207], [362.8, 0.7215901707082317], [362.2, 0.7215901707082317], [362.2, 0.8536875302510207]]",rect,86,1810,1268,1384,226,654,"[[1268, 226], [1384, 226], [1384, 654], [1268, 654], [1268, 226]]",362.0,49648,1326.0,440.0,0.13209735954278903,0.6928183451087411,0.7876388504796262,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[171, 112, 167]","[172, 76, 128]","[163, 104, 201]","[178, 130, 79]","[82, 71, 221]",solid
"[[363.2, 0.8729011958434497], [363.8, 0.8729011958434497], [363.8, 0.7288919792535881], [363.2, 0.7288919792535881], [363.2, 0.8729011958434497]]",rect,86,1815,1361,1486,225,658,"[[1361, 225], [1486, 225], [1486, 658], [1361, 658], [1361, 225]]",363.0,54125,1423.5,441.5,0.14400921658986174,0.7461302969277882,0.8008965875485189,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[165, 113, 177]","[185, 77, 128]","[153, 105, 208]","[181, 123, 70]","[59, 71, 234]",solid
"[[364.2, 0.857244526663295], [364.8, 0.857244526663295], [364.8, 0.7129585995233113], [364.2, 0.7129585995233113], [364.2, 0.857244526663295]]",rect,86,1820,1411,1538,219,646,"[[1411, 219], [1538, 219], [1538, 646], [1411, 646], [1411, 219]]",364.0,54229,1474.5,432.5,0.14428592713998362,0.7733214577057158,0.7851015630933031,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[164, 112, 183]","[192, 74, 128]","[146, 103, 213]","[185, 121, 64]","[50, 67, 236]",solid
"[[365.2, 0.9088240687470764], [365.8, 0.9088240687470764], [365.8, 0.7635244231494348], [365.2, 0.7635244231494348], [365.2, 0.9088240687470764]]",rect,86,1825,1401,1528,221,651,"[[1401, 221], [1528, 221], [1528, 651], [1401, 651], [1401, 221]]",365.0,54610,1464.5,436.0,0.14529964559764158,0.7681131314047188,0.8361742459482556,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[164, 112, 181]","[190, 75, 128]","[147, 104, 212]","[184, 121, 65]","[51, 68, 237]",solid
"[[366.2, 0.9102765486018543], [366.8, 0.9102765486018543], [366.8, 0.746125996777161], [366.2, 0.746125996777161], [366.2, 0.9102765486018543]]",rect,86,1830,1393,1528,235,692,"[[1393, 235], [1528, 235], [1528, 692], [1393, 692], [1393, 235]]",366.0,61695,1460.5,463.5,0.16415055182469324,0.7678839231869434,0.8282012726895076,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[159, 115, 181]","[190, 82, 128]","[148, 109, 211]","[179, 118, 67]","[54, 80, 228]",solid
"[[367.2, 0.9353496437528274], [367.8, 0.9353496437528274], [367.8, 0.7692062438315835], [367.2, 0.7692062438315835], [367.2, 0.9353496437528274]]",rect,86,1835,1343,1477,242,708,"[[1343, 242], [1477, 242], [1477, 708], [1343, 708], [1343, 242]]",367.0,62444,1410.0,475.0,0.1661433999212439,0.7411432085002925,0.8522779437922055,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[160, 116, 175]","[183, 86, 128]","[155, 111, 206]","[174, 120, 74]","[66, 87, 222]",solid
"[[368.2, 0.8470394798814526], [368.8, 0.8470394798814526], [368.8, 0.6779932798622957], [368.2, 0.6779932798622957], [368.2, 0.8470394798814526]]",rect,86,1840,1252,1383,256,741,"[[1252, 256], [1383, 256], [1383, 741], [1252, 741], [1252, 256]]",368.0,63535,1317.5,498.5,0.16904620001915688,0.692335717594011,0.7625163798718742,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[160, 117, 166]","[171, 92, 128]","[165, 116, 197]","[166, 123, 85]","[91, 98, 207]",solid
"[[369.2, 0.8127306137760252], [369.8, 0.8127306137760252], [369.8, 0.6498598482456456], [369.2, 0.6498598482456456], [369.2, 0.8127306137760252]]",rect,86,1845,1161,1288,259,741,"[[1161, 259], [1288, 259], [1288, 741], [1161, 741], [1161, 259]]",369.0,61214,1224.5,500.0,0.16287076553037963,0.6416925168071366,0.7312952310108354,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[164, 116, 156]","[158, 92, 128]","[174, 116, 190]","[162, 129, 94]","[114, 100, 200]",solid
"[[370.2, 0.8424493949542649], [370.8, 0.8424493949542649], [370.8, 0.682537303767496], [370.2, 0.682537303767496], [370.2, 0.8424493949542649]]",rect,86,1850,1098,1224,260,737,"[[1098, 260], [1224, 260], [1224, 737], [1098, 737], [1098, 260]]",370.0,60102,1161.0,498.5,0.15991209118676897,0.6069342405188052,0.7624933493608804,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[167, 116, 150]","[150, 92, 128]","[179, 116, 185]","[160, 134, 100]","[129, 100, 196]",solid
"[[371.2, 0.8250387719592565], [371.8, 0.8250387719592565], [371.8, 0.668391333128252], [371.2, 0.668391333128252], [371.2, 0.8250387719592565]]",rect,86,1855,1069,1194,258,729,"[[1069, 258], [1194, 258], [1194, 729], [1069, 729], [1069, 258]]",371.0,58875,1131.5,493.5,0.15664743883100435,0.5904810026707993,0.7467150525437543,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 115, 147]","[146, 90, 128]","[182, 115, 183]","[160, 137, 103]","[136, 97, 193]",solid
"[[372.2, 0.858881313649005], [372.8, 0.858881313649005], [372.8, 0.6986339769880499], [372.2, 0.6986339769880499], [372.2, 0.858881313649005]]",rect,86,1860,1068,1194,261,739,"[[1068, 261], [1194, 261], [1194, 739], [1068, 739], [1068, 261]]",372.0,60228,1131.0,500.0,0.1602473366609551,0.5906699090976687,0.7787576453185274,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[168, 116, 147]","[146, 92, 128]","[182, 116, 182]","[159, 136, 104]","[137, 101, 193]",solid
"[[373.2, 0.8105825179888984], [373.8, 0.8105825179888984], [373.8, 0.6530171451214319], [373.2, 0.6530171451214319], [373.2, 0.8105825179888984]]",rect,86,1865,1050,1176,258,728,"[[1050, 258], [1176, 258], [1176, 728], [1050, 728], [1050, 258]]",373.0,59220,1113.0,493.0,0.1575653728674663,0.5803501008123919,0.7317998315551651,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 115, 145]","[144, 90, 128]","[184, 115, 181]","[159, 138, 105]","[141, 98, 192]",solid
"[[374.2, 0.8101706022238383], [374.8, 0.8101706022238383], [374.8, 0.6512642474596276], [374.2, 0.6512642474596276], [374.2, 0.8101706022238383]]",rect,86,1870,1055,1181,261,735,"[[1055, 261], [1181, 261], [1181, 735], [1055, 735], [1055, 261]]",374.0,59724,1118.0,498.0,0.1589063547642107,0.5834337783514998,0.730717424841733,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 116, 145]","[144, 92, 128]","[184, 116, 181]","[158, 137, 105]","[141, 100, 192]",solid
"[[375.2, 0.792916598046848], [375.8, 0.792916598046848], [375.8, 0.6285106210989653], [375.2, 0.6285106210989653], [375.2, 0.792916598046848]]",rect,86,1875,1010,1139,264,743,"[[1010, 264], [1139, 264], [1139, 743], [1010, 743], [1010, 264]]",375.0,61791,1074.5,503.5,0.16440597694788264,0.5600867030267225,0.7107136095729066,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 141]","[139, 93, 128]","[187, 117, 178]","[156, 139, 110]","[152, 103, 189]",solid
"[[376.2, 0.7543951060292892], [376.8, 0.7543951060292892], [376.8, 0.586394552608189], [376.2, 0.586394552608189], [376.2, 0.7543951060292892]]",rect,86,1880,995,1126,267,749,"[[995, 267], [1126, 267], [1126, 749], [995, 749], [995, 267]]",376.0,63142,1060.5,508.0,0.16800055342110023,0.5527666305378536,0.6703948293187391,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 139]","[137, 94, 128]","[188, 118, 176]","[154, 140, 111]","[157, 105, 188]",solid
"[[377.2, 0.775232430380867], [377.8, 0.775232430380867], [377.8, 0.6068833280937479], [377.2, 0.6068833280937479], [377.2, 0.775232430380867]]",rect,86,1885,1004,1135,267,750,"[[1004, 267], [1135, 267], [1135, 750], [1004, 750], [1004, 267]]",377.0,63273,1069.5,508.5,0.16834910228711913,0.5577134171744433,0.6910578792373074,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 116, 140]","[138, 94, 128]","[188, 118, 177]","[155, 139, 110]","[154, 105, 189]",solid
"[[378.2, 0.7681504671155115], [378.8, 0.7681504671155115], [378.8, 0.593093794666304], [378.2, 0.593093794666304], [378.2, 0.7681504671155115]]",rect,86,1890,999,1133,272,763,"[[999, 272], [1133, 272], [1133, 763], [999, 763], [999, 272]]",378.0,65794,1066.0,517.5,0.17505667244920764,0.5564428325056039,0.6806221308909077,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[168, 117, 140]","[138, 97, 128]","[188, 120, 176]","[153, 138, 111]","[157, 110, 189]",solid
"[[379.2, 0.754607891258603], [379.8, 0.754607891258603], [379.8, 0.5860273099535933], [379.2, 0.5860273099535933], [379.2, 0.754607891258603]]",rect,86,1895,976,1108,267,747,"[[976, 267], [1108, 267], [1108, 747], [976, 747], [976, 267]]",379.0,63360,1042.0,507.0,0.16858058130500952,0.5426002090951049,0.6703176006060981,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 137]","[134, 94, 128]","[190, 118, 175]","[154, 141, 113]","[161, 106, 187]",solid
"[[380.2, 0.774366761021378], [380.8, 0.774366761021378], [380.8, 0.6079945427606104], [380.2, 0.6079945427606104], [380.2, 0.774366761021378]]",rect,86,1900,992,1122,266,747,"[[992, 266], [1122, 266], [1122, 747], [992, 747], [992, 266]]",380.0,62530,1057.0,506.5,0.16637221826076776,0.5507501345978439,0.6911806518909942,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 139]","[136, 94, 128]","[189, 118, 176]","[155, 140, 112]","[157, 105, 188]",solid
"[[381.2, 0.7185371934579964], [381.8, 0.7185371934579964], [381.8, 0.5538944161354903], [381.2, 0.5538944161354903], [381.2, 0.7185371934579964]]",rect,86,1905,982,1112,264,740,"[[982, 264], [1112, 264], [1112, 740], [982, 740], [982, 264]]",381.0,61880,1047.0,502.0,0.16464277732250615,0.5449734949473839,0.6362158047967433,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[171, 116, 138]","[135, 93, 128]","[189, 117, 176]","[155, 141, 112]","[158, 103, 187]",solid
"[[382.2, 0.7150115337721902], [382.8, 0.7150115337721902], [382.8, 0.5484051758151655], [382.2, 0.5484051758151655], [382.2, 0.7150115337721902]]",rect,86,1910,979,1110,266,744,"[[979, 266], [1110, 266], [1110, 744], [979, 744], [979, 266]]",382.0,62618,1044.5,505.0,0.16660635795702472,0.5438223716055858,0.6317083547936778,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[171, 116, 138]","[135, 94, 128]","[190, 118, 175]","[154, 141, 113]","[160, 105, 187]",solid
"[[383.2, 0.7096725485509954], [383.8, 0.7096725485509954], [383.8, 0.5430661905939707], [383.2, 0.5430661905939707], [383.2, 0.7096725485509954]]",rect,86,1915,988,1119,266,744,"[[988, 266], [1119, 266], [1119, 744], [988, 744], [988, 266]]",383.0,62618,1053.5,505.0,0.16660635795702472,0.5487336386578341,0.626369369572483,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 138]","[136, 94, 128]","[189, 118, 176]","[154, 140, 112]","[158, 105, 188]",solid
"[[384.2, 0.7301587760562565], [384.8, 0.7301587760562565], [384.8, 0.5644783341707933], [384.2, 0.5644783341707933], [384.2, 0.7301587760562565]]",rect,86,1920,1004,1134,265,744,"[[1004, 265], [1134, 265], [1134, 744], [1004, 744], [1004, 265]]",384.0,62270,1069.0,504.5,0.16568044188546313,0.5571564123301425,0.6473185551135249,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 140]","[138, 93, 128]","[187, 117, 177]","[155, 139, 110]","[153, 103, 189]",solid
"[[385.2, 0.7175503340956367], [385.8, 0.7175503340956367], [385.8, 0.554860494694183], [385.2, 0.554860494694183], [385.2, 0.7175503340956367]]",rect,86,1925,979,1108,264,738,"[[979, 264], [1108, 264], [1108, 738], [979, 738], [979, 264]]",385.0,61146,1043.5,501.0,0.1626898394014538,0.5429925185917156,0.6362054143949099,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[172, 116, 138]","[135, 92, 128]","[190, 116, 176]","[155, 142, 112]","[159, 102, 187]",solid
"[[386.2, 0.7345802406236599], [386.8, 0.7345802406236599], [386.8, 0.5659996593186505], [386.2, 0.5659996593186505], [386.2, 0.7345802406236599]]",rect,86,1930,976,1108,267,747,"[[976, 267], [1108, 267], [1108, 747], [976, 747], [976, 267]]",386.0,63360,1042.0,507.0,0.16858058130500952,0.5426002090951049,0.6502899499711552,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 116, 137]","[134, 94, 128]","[190, 118, 175]","[154, 141, 113]","[161, 106, 187]",solid
"[[387.2, 0.6889496554958057], [387.8, 0.6889496554958057], [387.8, 0.5173225974610891], [387.2, 0.5173225974610891], [387.2, 0.6889496554958057]]",rect,86,1935,970,1103,270,755,"[[970, 270], [1103, 270], [1103, 755], [970, 755], [970, 270]]",387.0,64505,1036.5,512.5,0.17162705803471653,0.5399895946575979,0.6031361264784474,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[170, 117, 137]","[134, 96, 128]","[190, 119, 174]","[152, 140, 114]","[163, 108, 187]",solid
"[[388.2, 0.7500015217790904], [388.8, 0.7500015217790904], [388.8, 0.5760144420332384], [388.2, 0.5760144420332384], [388.2, 0.7500015217790904]]",rect,86,1940,977,1111,271,759,"[[977, 271], [1111, 271], [1111, 759], [977, 759], [977, 271]]",388.0,65392,1044.0,515.0,0.173987079745852,0.5442599151228454,0.6630079819061644,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 138]","[135, 96, 128]","[190, 119, 175]","[152, 140, 113]","[162, 109, 188]",solid
"[[389.2, 0.6555217973725431], [389.8, 0.6555217973725431], [389.8, 0.4851851683456064], [389.2, 0.4851851683456064], [389.2, 0.6555217973725431]]",rect,86,1945,986,1118,269,754,"[[986, 269], [1118, 269], [1118, 754], [986, 754], [986, 269]]",389.0,64020,1052.0,511.5,0.17033662902693672,0.5483768487455648,0.5703534828590747,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 138]","[136, 95, 128]","[189, 119, 176]","[153, 140, 112]","[159, 107, 188]",solid
"[[390.2, 0.6673211275216926], [390.8, 0.6673211275216926], [390.8, 0.5006030210732726], [390.2, 0.5006030210732726], [390.2, 0.6673211275216926]]",rect,86,1950,1026,1156,266,748,"[[1026, 266], [1156, 266], [1156, 748], [1026, 748], [1026, 266]]",390.0,62660,1091.0,507.0,0.16671810644842008,0.5693393297129009,0.5839620742974826,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[168, 116, 143]","[141, 94, 128]","[186, 118, 179]","[156, 137, 108]","[149, 105, 190]",solid
"[[391.2, 0.6855990814293025], [391.8, 0.6855990814293025], [391.8, 0.5169014302761645], [391.2, 0.5169014302761645], [391.2, 0.6855990814293025]]",rect,86,1955,1008,1139,268,752,"[[1008, 268], [1139, 268], [1139, 752], [1008, 752], [1008, 268]]",391.0,63404,1073.5,510.0,0.168697651153138,0.5600027612840225,0.6012502558527335,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 116, 141]","[139, 95, 128]","[187, 118, 177]","[155, 138, 110]","[153, 106, 189]",solid
"[[392.2, 0.7176558880268703], [392.8, 0.7176558880268703], [392.8, 0.5456749597694018], [392.2, 0.5456749597694018], [392.2, 0.7176558880268703]]",rect,86,1960,995,1128,269,755,"[[995, 269], [1128, 269], [1128, 755], [995, 755], [995, 269]]",392.0,64638,1061.5,512.0,0.17198092825746852,0.5535964835517239,0.6316654238981361,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 140]","[137, 95, 128]","[188, 119, 176]","[154, 139, 111]","[156, 107, 189]",solid
"[[393.2, 0.6524669260041759], [393.8, 0.6524669260041759], [393.8, 0.4804859977467074], [393.2, 0.4804859977467074], [393.2, 0.6524669260041759]]",rect,86,1965,995,1128,269,755,"[[995, 269], [1128, 269], [1128, 755], [995, 755], [995, 269]]",393.0,64638,1061.5,512.0,0.17198092825746852,0.5535964835517239,0.5664764618754417,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 140]","[137, 95, 128]","[188, 119, 176]","[154, 139, 111]","[156, 107, 189]",solid
"[[394.2, 0.6446594225507398], [394.8, 0.6446594225507398], [394.8, 0.47267849429327136], [394.2, 0.47267849429327136], [394.2, 0.6446594225507398]]",rect,86,1970,995,1128,269,755,"[[995, 269], [1128, 269], [1128, 755], [995, 755], [995, 269]]",394.0,64638,1061.5,512.0,0.17198092825746852,0.5535964835517239,0.5586689584220056,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 140]","[137, 95, 128]","[188, 119, 176]","[154, 139, 111]","[156, 107, 189]",solid
"[[395.2, 0.6789343789588309], [395.8, 0.6789343789588309], [395.8, 0.5069534507013624], [395.2, 0.5069534507013624], [395.2, 0.6789343789588309]]",rect,86,1975,995,1128,269,755,"[[995, 269], [1128, 269], [1128, 755], [995, 755], [995, 269]]",395.0,64638,1061.5,512.0,0.17198092825746852,0.5535964835517239,0.5929439148300967,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 140]","[137, 95, 128]","[188, 119, 176]","[154, 139, 111]","[156, 107, 189]",solid
"[[396.2, 0.7119132889280166], [396.8, 0.7119132889280166], [396.8, 0.5399323606705482], [396.2, 0.5399323606705482], [396.2, 0.7119132889280166]]",rect,86,1980,995,1128,269,755,"[[995, 269], [1128, 269], [1128, 755], [995, 755], [995, 269]]",396.0,64638,1061.5,512.0,0.17198092825746852,0.5535964835517239,0.6259228247992824,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 117, 140]","[137, 95, 128]","[188, 119, 176]","[154, 139, 111]","[156, 107, 189]",solid
"[[397.2, 0.8220507854385513], [397.8, 0.8220507854385513], [397.8, 0.6533531342854133], [397.2, 0.6533531342854133], [397.2, 0.8220507854385513]]",rect,86,1985,1014,1145,267,751,"[[1014, 267], [1145, 267], [1145, 751], [1014, 751], [1014, 267]]",397.0,63404,1079.5,509.0,0.168697651153138,0.5632059001501717,0.7377019598619823,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[169, 116, 141]","[140, 95, 128]","[187, 118, 178]","[155, 138, 109]","[152, 106, 190]",solid
"[[398.2, 0.7508778249032206], [398.8, 0.7508778249032206], [398.8, 0.5875015304831952], [398.2, 0.5875015304831952], [398.2, 0.7508778249032206]]",rect,86,1990,997,1126,264,740,"[[997, 264], [1126, 264], [1126, 740], [997, 740], [997, 264]]",398.0,61404,1061.5,502.0,0.16337629442002533,0.552886091864895,0.6691896776932079,"(0.6980392156862745, 0.8745098039215686, 0.5411764705882353, 1.0)","[171, 116, 140]","[137, 93, 128]","[188, 117, 177]","[156, 140, 111]","[155, 103, 188]",solid
"[[351, -0.04376115443651002], [351.2, -0.0057134537947543945], [351.8, -0.0057134537947543945], [351.8, -0.08180885507826564], [351.2, -0.08180885507826564], [351, -0.04376115443651002]]",rect,91,1755,50,150,213,499,"[[50, 213], [150, 213], [150, 499], [50, 499], [50, 213]]",351.0,28600,100.0,356.0,0.07609540128351125,0.01782734315533818,-0.04376115443651002,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[213, 98, 36]","[3, 54, 128]","[253, 90, 108]","[146, 227, 197]","[253, 41, 2]",solid
"[[399.2, 0.33102744727441297], [399.8, 0.33102744727441297], [400, 0.3244808481535011], [399.8, 0.3179342490325892], [399.2, 0.3179342490325892], [399.2, 0.33102744727441297]]",rect,91,1995,827,864,103,236,"[[827, 103], [864, 103], [864, 236], [827, 236], [827, 103]]",399.0,4921,845.5,169.5,0.013093198241823735,0.4113951590238777,0.3244808481535011,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[230, 73, 119]","[107, 4, 128]","[202, 27, 174]","[211, 200, 108]","[152, 3, 108]",solid
"[[352.2, 0.02937024645558254], [352.8, 0.02937024645558254], [352.8, -0.04543738649851544], [352.2, -0.04543738649851544], [352.2, 0.02937024645558254]]",rect,91,1760,106,205,209,493,"[[106, 209], [205, 209], [205, 493], [106, 493], [106, 209]]",352.0,28116,155.5,351.0,0.07480763295409798,0.047758294134121235,-0.00803357002146645,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[213, 97, 43]","[10, 52, 128]","[250, 88, 112]","[149, 224, 191]","[250, 40, 9]",solid
"[[353.2, 0.038814316694297794], [353.8, 0.038814316694297794], [353.8, -0.032933536138260396], [353.2, -0.032933536138260396], [353.2, 0.038814316694297794]]",rect,91,1765,118,215,207,485,"[[118, 207], [215, 207], [215, 485], [118, 485], [118, 207]]",353.0,26966,166.5,346.0,0.07174785283255819,0.05340575802123252,0.0029403902780186994,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[214, 97, 45]","[12, 51, 128]","[249, 87, 113]","[150, 224, 190]","[249, 39, 10]",solid
"[[354.2, -0.018792720116549408], [354.8, -0.018792720116549408], [354.8, -0.08954547924001553], [354.2, -0.08954547924001553], [354.2, -0.018792720116549408]]",rect,91,1770,122,218,206,483,"[[122, 206], [218, 206], [218, 483], [122, 483], [122, 206]]",354.0,26592,170.0,344.5,0.07075275912346612,0.055209136455193555,-0.05416909967828247,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[214, 96, 45]","[12, 51, 128]","[249, 86, 114]","[151, 224, 189]","[249, 39, 11]",solid
"[[355.2, 0.05627782625543055], [355.8, 0.05627782625543055], [355.8, -0.013485160515676616], [355.2, -0.013485160515676616], [355.2, 0.05627782625543055]]",rect,91,1775,143,238,204,480,"[[143, 204], [238, 204], [238, 480], [143, 480], [143, 204]]",355.0,26220,190.5,342.0,0.06976298677110716,0.06621831348582961,0.021396332869876966,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[214, 96, 48]","[15, 50, 128]","[248, 86, 116]","[152, 223, 187]","[247, 39, 14]",solid
"[[356.2, 0.0811628417771498], [356.8, 0.0811628417771498], [356.8, 0.012134202235212187], [356.2, 0.012134202235212187], [356.2, 0.0811628417771498]]",rect,91,1780,156,250,204,480,"[[156, 204], [250, 204], [250, 480], [156, 480], [156, 204]]",356.0,25944,203.0,342.0,0.06902863954193761,0.07303951772506331,0.04664852200618099,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[214, 96, 50]","[17, 50, 128]","[247, 86, 117]","[152, 222, 185]","[246, 39, 15]",solid
"[[357.2, -0.03019418174000492], [357.8, -0.03019418174000492], [357.8, -0.09897271751548624], [357.2, -0.09897271751548624], [357.2, -0.03019418174000492]]",rect,91,1785,168,262,203,478,"[[168, 203], [262, 203], [262, 478], [168, 478], [168, 203]]",357.0,25850,215.0,340.5,0.06877853577548132,0.07948131504170336,-0.06458344962774558,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[214, 96, 51]","[19, 50, 128]","[246, 85, 118]","[153, 221, 184]","[245, 38, 17]",solid
"[[358.2, -0.033071869058679045], [358.8, -0.033071869058679045], [358.8, -0.10359314916425477], [358.2, -0.10359314916425477], [358.2, -0.033071869058679045]]",rect,91,1790,175,270,205,484,"[[175, 205], [270, 205], [270, 484], [175, 484], [175, 205]]",358.0,26505,222.5,344.5,0.07052128010557572,0.08385819425997514,-0.0683325091114669,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[213, 97, 52]","[20, 51, 128]","[246, 86, 118]","[153, 220, 184]","[245, 39, 18]",solid
"[[359.2, -0.013311865567784374], [359.8, -0.013311865567784374], [359.8, -0.08383314567336009], [359.2, -0.08383314567336009], [359.2, -0.013311865567784374]]",rect,91,1795,187,282,204,483,"[[187, 204], [282, 204], [282, 483], [187, 483], [187, 204]]",359.0,26505,234.5,343.5,0.07052128010557572,0.09033551116095655,-0.048572505620572234,"(0.2, 0.6274509803921569, 0.17254901960784313, 1.0)","[214, 96, 53]","[22, 50, 128]","[245, 86, 119]","[154, 219, 182]","[244, 39, 20]",solid
