shape,shape_type,object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter,height,proj,y,color,color_bremm,color_schumann_urban,color_steiger,color_teuling,color_ziegler,style
"[[148.2, 0.6742152832584786], [148.8, 0.6742152832584786], [148.8, 0.6445576970766947], [148.2, 0.6445576970766947], [148.2, 0.6742152832584786]]",rect,16,740,1032,1075,106,267,"[[1032, 106], [1075, 106], [1075, 267], [1032, 267], [1032, 106]]",148.0,6923,1053.5,186.5,0.02965758618178391,0.5444695436648542,0.6593864901675867,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 5, 139]",solid
"[[149.2, 0.6539309184007951], [149.8, 0.6539309184007951], [149.8, 0.6242733322190113], [149.2, 0.6242733322190113], [149.2, 0.6539309184007951]]",rect,16,745,1032,1075,106,267,"[[1032, 106], [1075, 106], [1075, 267], [1032, 267], [1032, 106]]",149.0,6923,1053.5,186.5,0.02965758618178391,0.5444695436648542,0.6391021253099032,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 5, 139]",solid
"[[150.2, 0.6466913702968701], [150.8, 0.6466913702968701], [150.8, 0.6170337841150862], [150.2, 0.6170337841150862], [150.2, 0.6466913702968701]]",rect,16,750,1032,1075,106,267,"[[1032, 106], [1075, 106], [1075, 267], [1032, 267], [1032, 106]]",150.0,6923,1053.5,186.5,0.02965758618178391,0.5444695436648542,0.6318625772059782,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 5, 139]",solid
"[[151.2, 0.6437512573073996], [151.8, 0.6437512573073996], [151.8, 0.6140936711256157], [151.2, 0.6140936711256157], [151.2, 0.6437512573073996]]",rect,16,755,1030,1073,106,267,"[[1030, 106], [1073, 106], [1073, 267], [1030, 267], [1030, 106]]",151.0,6923,1051.5,186.5,0.02965758618178391,0.5433580547647937,0.6289224642165077,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 5, 139]",solid
"[[152.2, 0.6445085351388453], [152.8, 0.6445085351388453], [152.8, 0.6148509489570615], [152.2, 0.6148509489570615], [152.2, 0.6445085351388453]]",rect,16,760,1030,1073,106,267,"[[1030, 106], [1073, 106], [1073, 267], [1030, 267], [1030, 106]]",152.0,6923,1051.5,186.5,0.02965758618178391,0.5433580547647937,0.6296797420479534,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 5, 139]",solid
"[[153.2, 0.5354429399997784], [153.8, 0.5354429399997784], [153.8, 0.5057853538179946], [153.2, 0.5057853538179946], [153.2, 0.5354429399997784]]",rect,16,765,1029,1072,107,268,"[[1029, 107], [1072, 107], [1072, 268], [1029, 268], [1029, 107]]",153.0,6923,1050.5,187.5,0.02965758618178391,0.5427091189110921,0.5206141469088865,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 139]","[134, 8, 128]","[185, 37, 188]","[215, 184, 89]","[122, 6, 139]",solid
"[[154.2, 0.450146693649289], [154.8, 0.450146693649289], [154.8, 0.42048910746750506], [154.2, 0.42048910746750506], [154.2, 0.450146693649289]]",rect,16,770,1029,1072,107,268,"[[1029, 107], [1072, 107], [1072, 268], [1029, 268], [1029, 107]]",154.0,6923,1050.5,187.5,0.02965758618178391,0.5427091189110921,0.43531790055839703,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 139]","[134, 8, 128]","[185, 37, 188]","[215, 184, 89]","[122, 6, 139]",solid
"[[155.2, 0.4886627398069872], [155.8, 0.4886627398069872], [155.8, 0.4590051536252033], [155.2, 0.4590051536252033], [155.2, 0.4886627398069872]]",rect,16,775,1031,1074,107,268,"[[1031, 107], [1074, 107], [1074, 268], [1031, 268], [1031, 107]]",155.0,6923,1052.5,187.5,0.02965758618178391,0.5438206078111525,0.47383394671609524,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 6, 140]",solid
"[[156.2, 0.49792545936493077], [156.8, 0.49792545936493077], [156.8, 0.46826787318314683], [156.2, 0.46826787318314683], [156.2, 0.49792545936493077]]",rect,16,780,1031,1074,107,268,"[[1031, 107], [1074, 107], [1074, 268], [1031, 268], [1031, 107]]",156.0,6923,1052.5,187.5,0.02965758618178391,0.5438206078111525,0.4830966662740388,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 139]","[135, 8, 128]","[185, 37, 188]","[216, 184, 89]","[121, 6, 140]",solid
"[[157.2, 0.5736235686426424], [157.8, 0.5736235686426424], [157.8, 0.5437817738510337], [157.2, 0.5437817738510337], [157.2, 0.5736235686426424]]",rect,16,785,1022,1065,107,269,"[[1022, 107], [1065, 107], [1065, 269], [1022, 269], [1022, 107]]",157.0,6966,1043.5,188.0,0.029841794791608655,0.5387723120590447,0.558702671246838,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 138]","[133, 9, 128]","[186, 38, 187]","[215, 184, 90]","[123, 6, 139]",solid
"[[158.2, 0.5734808725574853], [158.8, 0.5734808725574853], [158.8, 0.5436390777658765], [158.2, 0.5436390777658765], [158.2, 0.5734808725574853]]",rect,16,790,1022,1065,107,269,"[[1022, 107], [1065, 107], [1065, 269], [1022, 269], [1022, 107]]",158.0,6966,1043.5,188.0,0.029841794791608655,0.5387723120590447,0.5585599751616809,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 138]","[133, 9, 128]","[186, 38, 187]","[215, 184, 90]","[123, 6, 139]",solid
"[[159.2, 0.5806416337627831], [159.8, 0.5806416337627831], [159.8, 0.5509840475809993], [159.2, 0.5509840475809993], [159.2, 0.5806416337627831]]",rect,16,795,1011,1054,107,268,"[[1011, 107], [1054, 107], [1054, 268], [1011, 268], [1011, 107]]",159.0,6923,1032.5,187.5,0.02965758618178391,0.5327057188105481,0.5658128406718912,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[160.2, 0.5771972208583903], [160.8, 0.5771972208583903], [160.8, 0.5475396346766065], [160.2, 0.5475396346766065], [160.2, 0.5771972208583903]]",rect,16,800,1011,1054,107,268,"[[1011, 107], [1054, 107], [1054, 268], [1011, 268], [1011, 107]]",160.0,6923,1032.5,187.5,0.02965758618178391,0.5327057188105481,0.5623684277674984,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[161.2, 0.5776725959552595], [161.8, 0.5776725959552595], [161.8, 0.5481992183833004], [161.2, 0.5481992183833004], [161.2, 0.5776725959552595]]",rect,16,805,1015,1058,107,267,"[[1015, 107], [1058, 107], [1058, 267], [1015, 267], [1015, 107]]",161.0,6880,1036.5,187.0,0.029473377571959166,0.5349752923125046,0.56293590716928,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[162.2, 0.575915956567952], [162.8, 0.575915956567952], [162.8, 0.5464425789959929], [162.2, 0.5464425789959929], [162.2, 0.575915956567952]]",rect,16,810,1015,1058,107,267,"[[1015, 107], [1058, 107], [1058, 267], [1015, 267], [1015, 107]]",162.0,6880,1036.5,187.0,0.029473377571959166,0.5349752923125046,0.5611792677819725,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[163.2, 0.5576940996297515], [163.8, 0.5576940996297515], [163.8, 0.5282207220577924], [163.2, 0.5282207220577924], [163.2, 0.5576940996297515]]",rect,16,815,1015,1058,107,267,"[[1015, 107], [1058, 107], [1058, 267], [1015, 267], [1015, 107]]",163.0,6880,1036.5,187.0,0.029473377571959166,0.5349752923125046,0.5429574108437719,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[164.2, 0.5406202357287144], [164.8, 0.5406202357287144], [164.8, 0.5111468581567553], [164.2, 0.5111468581567553], [164.2, 0.5406202357287144]]",rect,16,820,1015,1058,107,267,"[[1015, 107], [1058, 107], [1058, 267], [1015, 267], [1015, 107]]",164.0,6880,1036.5,187.0,0.029473377571959166,0.5349752923125046,0.5258835469427349,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[165.2, 0.5332367361823184], [165.8, 0.5332367361823184], [165.8, 0.5037633586103593], [165.2, 0.5037633586103593], [165.2, 0.5332367361823184]]",rect,16,825,1013,1056,107,267,"[[1013, 107], [1056, 107], [1056, 267], [1013, 267], [1013, 107]]",165.0,6880,1034.5,187.0,0.029473377571959166,0.5338638034124442,0.5185000473963388,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[166.2, 0.5333122421874672], [166.8, 0.5333122421874672], [166.8, 0.5038388646155081], [166.2, 0.5038388646155081], [166.2, 0.5333122421874672]]",rect,16,830,1013,1056,107,267,"[[1013, 107], [1056, 107], [1056, 267], [1013, 267], [1013, 107]]",166.0,6880,1034.5,187.0,0.029473377571959166,0.5338638034124442,0.5185755534014876,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[167.2, 0.5315737488016695], [167.8, 0.5315737488016695], [167.8, 0.5021003712297104], [167.2, 0.5021003712297104], [167.2, 0.5315737488016695]]",rect,16,835,1013,1056,107,267,"[[1013, 107], [1056, 107], [1056, 267], [1013, 267], [1013, 107]]",167.0,6880,1034.5,187.0,0.029473377571959166,0.5338638034124442,0.51683706001569,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[168.2, 0.529570398108448], [168.8, 0.529570398108448], [168.8, 0.5000970205364889], [168.2, 0.5000970205364889], [168.2, 0.529570398108448]]",rect,16,840,1013,1056,107,267,"[[1013, 107], [1056, 107], [1056, 267], [1013, 267], [1013, 107]]",168.0,6880,1034.5,187.0,0.029473377571959166,0.5338638034124442,0.5148337093224684,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[169.2, 0.5661876981185425], [169.8, 0.5661876981185425], [169.8, 0.5367143205465834], [169.2, 0.5367143205465834], [169.2, 0.5661876981185425]]",rect,16,845,1015,1058,107,267,"[[1015, 107], [1058, 107], [1058, 267], [1015, 267], [1015, 107]]",169.0,6880,1036.5,187.0,0.029473377571959166,0.5349752923125046,0.551451009332563,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[186, 37, 187]","[215, 185, 91]","[124, 6, 138]",solid
"[[170.2, 0.6099140187455943], [170.8, 0.6099140187455943], [170.8, 0.5804406411736351], [170.2, 0.5804406411736351], [170.2, 0.6099140187455943]]",rect,16,850,1008,1051,107,267,"[[1008, 107], [1051, 107], [1051, 267], [1008, 267], [1008, 107]]",170.0,6880,1029.5,187.0,0.029473377571959166,0.5310850811622931,0.5951773299596147,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[171.2, 0.6445663214000414], [171.8, 0.6445663214000414], [171.8, 0.6150929438280823], [171.2, 0.6150929438280823], [171.2, 0.6445663214000414]]",rect,16,855,1008,1051,107,267,"[[1008, 107], [1051, 107], [1051, 267], [1008, 267], [1008, 107]]",171.0,6880,1029.5,187.0,0.029473377571959166,0.5310850811622931,0.6298296326140619,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[172.2, 0.6397872481937913], [172.8, 0.6397872481937913], [172.8, 0.6103138706218322], [172.2, 0.6103138706218322], [172.2, 0.6397872481937913]]",rect,16,860,1008,1051,107,267,"[[1008, 107], [1051, 107], [1051, 267], [1008, 267], [1008, 107]]",172.0,6880,1029.5,187.0,0.029473377571959166,0.5310850811622931,0.6250505594078117,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[173.2, 0.6171647161293704], [173.8, 0.6171647161293704], [173.8, 0.5876913385574113], [173.2, 0.5876913385574113], [173.2, 0.6171647161293704]]",rect,16,865,1008,1051,107,267,"[[1008, 107], [1051, 107], [1051, 267], [1008, 267], [1008, 107]]",173.0,6880,1029.5,187.0,0.029473377571959166,0.5310850811622931,0.6024280273433908,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[174.2, 0.6111890220296443], [174.8, 0.6111890220296443], [174.8, 0.5817156444576852], [174.2, 0.5817156444576852], [174.2, 0.6111890220296443]]",rect,16,870,1012,1055,107,267,"[[1012, 107], [1055, 107], [1055, 267], [1012, 267], [1012, 107]]",174.0,6880,1033.5,187.0,0.029473377571959166,0.533308058962414,0.5964523332436648,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[175.2, 0.604885222373957], [175.8, 0.604885222373957], [175.8, 0.5754118448019979], [175.2, 0.5754118448019979], [175.2, 0.604885222373957]]",rect,16,875,1012,1055,107,267,"[[1012, 107], [1055, 107], [1055, 267], [1012, 267], [1012, 107]]",175.0,6880,1033.5,187.0,0.029473377571959166,0.533308058962414,0.5901485335879775,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[176.2, 0.601389112833919], [176.8, 0.601389112833919], [176.8, 0.5717315266521352], [176.2, 0.5717315266521352], [176.2, 0.601389112833919]]",rect,16,880,1004,1047,107,268,"[[1004, 107], [1047, 107], [1047, 268], [1004, 268], [1004, 107]]",176.0,6923,1025.5,187.5,0.02965758618178391,0.5288155076603365,0.5865603197430271,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 136]","[131, 8, 128]","[187, 37, 186]","[214, 186, 92]","[126, 6, 137]",solid
"[[177.2, 0.601527140276161], [177.8, 0.601527140276161], [177.8, 0.5720537627042019], [177.2, 0.5720537627042019], [177.2, 0.601527140276161]]",rect,16,885,1006,1049,107,267,"[[1006, 107], [1049, 107], [1049, 267], [1006, 267], [1006, 107]]",177.0,6880,1027.5,187.0,0.029473377571959166,0.5299735922622326,0.5867904514901815,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[178.2, 0.6003951217505151], [178.8, 0.6003951217505151], [178.8, 0.570921744178556], [178.2, 0.570921744178556], [178.2, 0.6003951217505151]]",rect,16,890,1006,1049,107,267,"[[1006, 107], [1049, 107], [1049, 267], [1006, 267], [1006, 107]]",178.0,6880,1027.5,187.0,0.029473377571959166,0.5299735922622326,0.5856584329645356,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[179.2, 0.6004341720821138], [179.8, 0.6004341720821138], [179.8, 0.5709607945101547], [179.2, 0.5709607945101547], [179.2, 0.6004341720821138]]",rect,16,895,1006,1049,107,267,"[[1006, 107], [1049, 107], [1049, 267], [1006, 267], [1006, 107]]",179.0,6880,1027.5,187.0,0.029473377571959166,0.5299735922622326,0.5856974832961342,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[180.2, 0.6041924085420279], [180.8, 0.6041924085420279], [180.8, 0.5747190309700688], [180.2, 0.5747190309700688], [180.2, 0.6041924085420279]]",rect,16,900,999,1042,108,268,"[[999, 108], [1042, 108], [1042, 268], [999, 268], [999, 108]]",180.0,6880,1020.5,188.0,0.029473377571959166,0.5259901897083495,0.5894557197560484,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 78, 136]","[131, 9, 128]","[188, 38, 186]","[214, 186, 92]","[127, 6, 137]",solid
"[[181.2, 0.6040271136383374], [181.8, 0.6040271136383374], [181.8, 0.5745537360663783], [181.2, 0.5745537360663783], [181.2, 0.6040271136383374]]",rect,16,905,1007,1050,107,267,"[[1007, 107], [1050, 107], [1050, 267], [1007, 267], [1007, 107]]",181.0,6880,1028.5,187.0,0.029473377571959166,0.5305293367122629,0.5892904248523578,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[182.2, 0.6048735370211972], [182.8, 0.6048735370211972], [182.8, 0.5754001594492381], [182.2, 0.5754001594492381], [182.2, 0.6048735370211972]]",rect,16,910,1009,1052,107,267,"[[1009, 107], [1052, 107], [1052, 267], [1009, 267], [1009, 107]]",182.0,6880,1030.5,187.0,0.029473377571959166,0.5316408256123233,0.5901368482352176,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[183.2, 0.6048296275981973], [183.8, 0.6048296275981973], [183.8, 0.5751720414164134], [183.2, 0.5751720414164134], [183.2, 0.6048296275981973]]",rect,16,915,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",183.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5900008345073053,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[184.2, 0.6048296275981973], [184.8, 0.6048296275981973], [184.8, 0.5751720414164134], [184.2, 0.5751720414164134], [184.2, 0.6048296275981973]]",rect,16,920,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",184.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5900008345073053,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[185.2, 0.6048777382698223], [185.8, 0.6048777382698223], [185.8, 0.5752201520880384], [185.2, 0.5752201520880384], [185.2, 0.6048777382698223]]",rect,16,925,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",185.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5900489451789304,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[186.2, 0.6048620937927738], [186.8, 0.6048620937927738], [186.8, 0.57520450761099], [186.2, 0.57520450761099], [186.2, 0.6048620937927738]]",rect,16,930,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",186.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5900333007018819,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[187.2, 0.6034431513459754], [187.8, 0.6034431513459754], [187.8, 0.5737855651641915], [187.2, 0.5737855651641915], [187.2, 0.6034431513459754]]",rect,16,935,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",187.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5886143582550835,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[188.2, 0.6035969775709363], [188.8, 0.6035969775709363], [188.8, 0.5739393913891525], [188.2, 0.5739393913891525], [188.2, 0.6035969775709363]]",rect,16,940,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",188.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5887681844800444,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[189.2, 0.6042674785146733], [189.8, 0.6042674785146733], [189.8, 0.5746098923328895], [189.2, 0.5746098923328895], [189.2, 0.6042674785146733]]",rect,16,945,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",189.0,6923,1033.5,187.5,0.02965758618178391,0.5332614632605782,0.5894386854237814,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 137]","[132, 8, 128]","[187, 37, 187]","[215, 185, 91]","[125, 6, 138]",solid
"[[190.2, 0.6035056072506173], [190.8, 0.6035056072506173], [190.8, 0.5738480210688335], [190.2, 0.5738480210688335], [190.2, 0.6035056072506173]]",rect,16,950,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",190.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.5886768141597254,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[191.2, 0.6035056072506173], [191.8, 0.6035056072506173], [191.8, 0.5738480210688335], [191.2, 0.5738480210688335], [191.2, 0.6035056072506173]]",rect,16,955,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",191.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.5886768141597254,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[192.2, 0.6035056072506173], [192.8, 0.6035056072506173], [192.8, 0.5738480210688335], [192.2, 0.5738480210688335], [192.2, 0.6035056072506173]]",rect,16,960,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",192.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.5886768141597254,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[193.2, 0.6091031824589205], [193.8, 0.6091031824589205], [193.8, 0.5794455962771367], [193.2, 0.5794455962771367], [193.2, 0.6091031824589205]]",rect,16,965,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",193.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.5942743893680286,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[194.2, 0.6215494489577038], [194.8, 0.6215494489577038], [194.8, 0.59189186277592], [194.2, 0.59189186277592], [194.2, 0.6215494489577038]]",rect,16,970,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",194.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.6067206558668119,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[195.2, 0.6279819651982885], [195.8, 0.6279819651982885], [195.8, 0.5983243790165047], [195.2, 0.5983243790165047], [195.2, 0.6279819651982885]]",rect,16,975,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",195.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.6131531721073966,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[196.2, 0.6346564674726307], [196.8, 0.6346564674726307], [196.8, 0.6049988812908469], [196.2, 0.6049988812908469], [196.2, 0.6346564674726307]]",rect,16,980,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",196.0,6923,1029.5,187.5,0.02965758618178391,0.5310384854604573,0.6198276743817388,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 8, 128]","[187, 37, 186]","[215, 185, 91]","[126, 6, 137]",solid
"[[197.2, 0.6481908540441675], [197.8, 0.6481908540441675], [197.8, 0.6187174764722084], [197.2, 0.6187174764722084], [197.2, 0.6481908540441675]]",rect,16,985,1016,1059,107,267,"[[1016, 107], [1059, 107], [1059, 267], [1016, 267], [1016, 107]]",197.0,6880,1037.5,187.0,0.029473377571959166,0.5355310367625349,0.633454165258188,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 138]","[133, 8, 128]","[186, 37, 187]","[215, 185, 90]","[124, 6, 138]",solid
"[[198.2, 0.6490135289488921], [198.8, 0.6490135289488921], [198.8, 0.619540151376933], [198.2, 0.619540151376933], [198.2, 0.6490135289488921]]",rect,16,990,1016,1059,107,267,"[[1016, 107], [1059, 107], [1059, 267], [1016, 267], [1016, 107]]",198.0,6880,1037.5,187.0,0.029473377571959166,0.5355310367625349,0.6342768401629125,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 77, 138]","[133, 8, 128]","[186, 37, 187]","[215, 185, 90]","[124, 6, 138]",solid
"[[199.2, 0.6344935404007733], [199.8, 0.6344935404007733], [199.8, 0.6058855149028747], [199.2, 0.6058855149028747], [199.2, 0.6344935404007733]]",rect,16,995,1015,1057,106,265,"[[1015, 106], [1057, 106], [1057, 265], [1015, 265], [1015, 106]]",199.0,6678,1036.0,185.5,0.02860802549789874,0.5348372071929968,0.620189527651824,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 77, 137]","[132, 7, 128]","[186, 36, 187]","[216, 185, 90]","[124, 5, 137]",solid
